Quantify Compound Summary Report 

Printed Mon Jul 24 17:06:51 2023

Compound 1:  Ala

	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	uM	%Dev
68	68	20230717AY_Sample2-56	Analyte	4.500	3.82	11587855.000		11587855.000	bb	6.3	40.2
69	69	20230717AY_Sample2-57	Analyte	4.500	3.82	11360279.000		11360279.000	bb	6.2	37.4
70	70	20230717AY_Sample2-58	Analyte	4.500	3.82	11726606.000		11726606.000	bb	6.4	41.8
71	71	20230717AY_Sample2-59	Analyte	4.500	3.81	11632562.000		11632562.000	MM	6.3	40.7
72	72	20230717AY_Sample2-60	Analyte	4.500	3.81	11393722.000		11393722.000	bd	6.2	37.8
73	73	20230717AY_Sample2-61	Analyte	4.500	3.81	10648586.000		10648586.000	bb	5.8	28.8
74	74	20230717AY_Sample2-62	Analyte	4.500	3.82	10847347.000		10847347.000	bb	5.9	31.2
75	75	20230717AY_Sample2-63	Analyte	4.500	3.81	10985989.000		10985989.000	bd	6.0	32.9
76	76	20230717AY_Sample2-64	Analyte	4.500	3.81	10914399.000		10914399.000	bb	5.9	32.0
77	77	20230717AY_Sample2-65	Analyte	4.500	3.81	10538330.000		10538330.000	bd	5.7	27.5
78	78	20230717AY_Sample2-66	Analyte	4.500	3.82	10797037.000		10797037.000	MM	5.9	30.6
79	79	20230717AY_Sample2-67	Analyte	4.500	3.82	11205661.000		11205661.000	bb	6.1	35.5
80	80	20230717AY_Sample2-68	Analyte	4.500	3.82	11563947.000		11563947.000	bb	6.3	39.9
81	81	20230717AY_Sample2-69	Analyte	4.500	3.81	11078768.000		11078768.000	bb	6.0	34.0
82	82	20230717AY_Sample2-70	Analyte	4.500	3.82	11602585.000		11602585.000	bb	6.3	40.3
83	83	20230717AY_Sample2-71	Analyte	4.500	3.81	11763908.000		11763908.000	bb	6.4	42.3
84	84	20230717AY_Sample2-72	Analyte	4.500	3.82	11596304.000		11596304.000	bb	6.3	40.3
85	85	20230717AY_Water10	Analyte	4.500	3.82	10415686.000		10415686.000	bb	5.7	26.0
86	86	20230717AY_Std4-1	Standard	4.500	3.82	9781096.000		9781096.000	bb	5.3	18.3
87	87	20230717AY_Std4-2	Standard	4.500	3.82	9551228.000		9551228.000	bb	5.2	15.5
88	88	20230717AY_Std4-3	Standard	4.500	3.82	9823919.000		9823919.000	bb	5.3	18.8
89	89	20230717AY_Std4-4	Standard	4.500	3.82	10034507.000		10034507.000	bb	5.5	21.4
90	90	20230717AY_Std4-5	Standard	4.500	3.82	9677487.000		9677487.000	bb	5.3	17.0
91	91	20230717AY_Std4-6	Standard	4.500	3.81	9008631.000		9008631.000	bb	4.9	9.0
92	92	20230717AY_Std4-7	Standard	4.500	3.80	5275620.500		5275620.500	bd	2.9	-36.2
93	93	20230717AY_Std4-8	Standard	4.500	3.78	3696660.500		3696660.500	dd	2.0	-55.3

Compound 29:  Thr

	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	uM	%Dev
1	1	20230717AY_Water5			0.96	612.804	1247282.000	0.002	bd	0.0	
2	2	20230717AY_Std3-1	Standard	0.000			1340443.250				
3	3	20230717AY_Std3-2	Standard	0.100	0.96	2491.687	1431205.000	0.008	bb	0.1	1.8
4	4	20230717AY_Std3-3	Standard	0.500	0.96	10308.322	1256780.250	0.037	bb	0.5	6.4
5	5	20230717AY_Std3-4	Standard	1.000	0.94	17323.064	1179683.000	0.066	bb	1.0	-3.5
6	6	20230717AY_Std3-5	Standard	5.000	0.96	65841.273	866723.375	0.342	bb	5.1	2.1
7	7	20230717AY_Std3-6	Standard	10.000	0.95	118015.188	823325.000	0.645	MM	9.7	-3.1
8	8	20230717AY_Std3-7	Standard	50.000	0.95	570870.563	615976.063	4.170	MM	49.4	-1.2
9	9	20230717AY_Std3-8	Standard	100.000			440592.313		MM-I		
10	10	20230717AY_Water6	Analyte				1464729.125		MM-I		
11	11	20230717AY_Sample2-1	Analyte		0.94	33041.855	626946.438	0.237	MM	3.5	
12	12	20230717AY_Sample2-2	Analyte		0.96	34922.293	643971.500	0.244	MM	3.6	
13	13	20230717AY_Sample2-3	Analyte		0.94	33201.750	625872.313	0.239	MM	3.5	
14	14	20230717AY_Sample2-4	Analyte		0.77	34.863	1449688.875	0.000	bdI		
15	15	20230717AY_Sample2-5	Analyte		0.96	78.805	1481984.000	0.000	bbI		
16	16	20230717AY_Sample2-6	Analyte				1527123.875				
17	17	20230717AY_Sample2-7	Analyte		0.94	21463.822	780549.375	0.124	MM	1.8	
18	18	20230717AY_Sample2-8	Analyte		0.94	22337.299	774356.438	0.130	MM	1.9	
19	19	20230717AY_Sample2-9	Analyte		0.96	22272.303	759719.750	0.132	MM	1.9	
20	20	20230717AY_Sample2-10	Analyte		0.96	128.169	1503708.500	0.000	bbI		
21	21	20230717AY_Sample2-11	Analyte				1387463.625				
22	22	20230717AY_Sample2-12	Analyte		0.96	93.179	1324578.250	0.000	bdI		
23	23	20230717AY_Sample2-13	Analyte		1.12	52413.453	794782.313	0.297	MM	4.4	
24	24	20230717AY_Sample2-14	Analyte		1.09	51935.234	793817.250	0.294	MM	4.4	
25	25	20230717AY_Sample2-15	Analyte		1.10	56884.875	766803.750	0.334	MM	5.0	
26	26	20230717AY_Sample2-16	Analyte		0.94	67.593	1334033.625	0.000	bdI		
27	27	20230717AY_Sample2-17	Analyte		0.71	28.790	1562418.375	0.000	bbI		
28	28	20230717AY_Sample2-18	Analyte		0.96	145.428	1469537.875	0.000	bdI		
29	29	20230717AY_Sample2-19	Analyte		0.96	24244.033	744006.813	0.147	MM	2.2	
30	30	20230717AY_Sample2-20	Analyte		0.95	23200.730	724365.750	0.144	MM	2.1	
31	31	20230717AY_Sample2-21	Analyte		0.94	23887.422	732371.125	0.147	MM	2.2	
32	32	20230717AY_Sample2-22	Analyte		0.96	88.543	1315559.250	0.000	bbI		
33	33	20230717AY_Sample2-23	Analyte		0.73	50.510	1471219.250	0.000	bbI		
34	34	20230717AY_Sample2-24	Analyte		0.77	74.958	1560456.500	0.000	bbI		
35	35	20230717AY_Water7	Analyte				1536995.000				
36	36	20230717AY_Sample2-25	Analyte		0.96	19251.096	761275.688	0.114	MM	1.7	
37	37	20230717AY_Sample2-26	Analyte		0.95	12590.842	826502.438	0.069	MM	1.0	
38	38	20230717AY_Sample2-27	Analyte		0.95	26004.064	678316.813	0.173	MM	2.6	
39	39	20230717AY_Sample2-28	Analyte		0.94	22136.602	726968.875	0.137	MM	2.0	
40	40	20230717AY_Sample2-29	Analyte		0.96	19073.625	740402.688	0.116	MM	1.7	
41	41	20230717AY_Sample2-30	Analyte		0.94	20209.598	716980.563	0.127	MM	1.9	
42	42	20230717AY_Sample2-31	Analyte		0.94	21777.840	693040.250	0.141	MM	2.1	
43	43	20230717AY_Sample2-32	Analyte		0.94	18098.809	694616.125	0.117	MM	1.7	
44	44	20230717AY_Sample2-33	Analyte		0.95	22295.855	703490.500	0.143	MM	2.1	
45	45	20230717AY_Sample2-34	Analyte		0.94	19077.926	705106.250	0.122	MM	1.8	
46	46	20230717AY_Sample2-35	Analyte		0.95	18907.844	710720.313	0.120	MM	1.8	
47	47	20230717AY_Sample2-36	Analyte		0.94	16803.402	698645.625	0.108	MM	1.6	
48	48	20230717AY_Sample2-37	Analyte		0.95	32054.029	713030.000	0.202	MM	3.0	
49	49	20230717AY_Sample2-38	Analyte		0.94	29920.621	678596.625	0.198	MM	2.9	
50	50	20230717AY_Sample2-39	Analyte		0.95	26040.100	690928.625	0.170	MM	2.5	
51	51	20230717AY_Sample2-40	Analyte		0.94	33435.160	656089.625	0.229	MM	3.4	
52	52	20230717AY_Sample2-41	Analyte		0.94	31533.883	659585.313	0.215	MM	3.2	
53	53	20230717AY_Sample2-42	Analyte		0.94	29996.150	668076.438	0.202	MM	3.0	
54	54	20230717AY_Sample2-43	Analyte		1.10	256762.375	660419.813	1.750	MM	25.3	
55	55	20230717AY_Sample2-44	Analyte		1.09	257248.922	624745.625	1.853	MM	26.6	
56	56	20230717AY_Sample2-45	Analyte		1.10	201534.422	647838.750	1.400	MM	20.7	
57	57	20230717AY_Sample2-46	Analyte		1.10	101831.750	660894.500	0.693	MM	10.4	
58	58	20230717AY_Sample2-47	Analyte		1.10	148837.281	658150.938	1.018	MM	15.2	
59	59	20230717AY_Sample2-48	Analyte		1.11	169443.234	685824.063	1.112	MM	16.6	
60	60	20230717AY_Water8	Analyte		0.94	30.373	1394086.250	0.000	bbI		
61	61	20230717AY_Sample2-49	Analyte		0.96	73343.117	662118.438	0.498	MM	7.5	
62	62	20230717AY_Sample2-50	Analyte		0.95	115603.531	559591.438	0.930	MM	13.9	
63	63	20230717AY_Sample2-51	Analyte		0.96	62767.695	680657.875	0.415	MM	6.2	
64	64	20230717AY_Sample2-52	Analyte		0.95	55950.266	686866.250	0.367	MM	5.5	
65	65	20230717AY_Sample2-53	Analyte		0.96	51317.633	711722.875	0.324	MM	4.8	
66	66	20230717AY_Sample2-54	Analyte		0.95	70238.023	654608.500	0.483	MM	7.2	
67	67	20230717AY_Sample2-55	Analyte		0.94	53133.125	684454.688	0.349	MM	5.2	
68	68	20230717AY_Sample2-56	Analyte		0.96	89547.320	686993.563	0.587	MM	8.8	
69	69	20230717AY_Sample2-57	Analyte		0.95	78532.945	694000.000	0.509	MM	7.6	
70	70	20230717AY_Sample2-58	Analyte		0.96	75719.453	659007.813	0.517	MM	7.8	
71	71	20230717AY_Sample2-59	Analyte		0.95	80052.508	699880.438	0.515	MM	7.7	
72	72	20230717AY_Sample2-60	Analyte		0.94	114787.188	641612.313	0.805	MM	12.1	
73	73	20230717AY_Sample2-61	Analyte		0.94	180335.844	644498.188	1.259	MM	18.7	
74	74	20230717AY_Sample2-62	Analyte		0.95	177869.875	669645.813	1.195	MM	17.8	
75	75	20230717AY_Sample2-63	Analyte		0.94	151183.016	630952.313	1.078	MM	16.1	
76	76	20230717AY_Sample2-64	Analyte		0.94	145407.672	678975.438	0.964	MM	14.4	
77	77	20230717AY_Sample2-65	Analyte		0.94	170913.313	660700.438	1.164	MM	17.4	
78	78	20230717AY_Sample2-66	Analyte		0.95	163481.188	663519.125	1.109	MM	16.6	
79	79	20230717AY_Sample2-67	Analyte		1.10	292495.594	672096.688	1.958	MM	27.9	
80	80	20230717AY_Sample2-68	Analyte		1.10	138255.547	736360.250	0.845	MM	12.7	
81	81	20230717AY_Sample2-69	Analyte		1.09	184425.750	707946.375	1.172	MM	17.5	
82	82	20230717AY_Sample2-70	Analyte		1.11	180600.094	728704.500	1.115	MM	16.7	
83	83	20230717AY_Sample2-71	Analyte		1.10	261858.000	702076.688	1.678	MM	24.4	
84	84	20230717AY_Sample2-72	Analyte		1.11	303896.406	690042.313	1.982	MM	28.2	
85	85	20230717AY_Water10	Analyte		0.64	13.335	1400309.500	0.000	bbI		
86	86	20230717AY_Std4-1	Standard	0.000			1618650.750		MM-I		
87	87	20230717AY_Std4-2	Standard	0.100	0.96	3038.749	1477479.875	0.009	bb	0.1	22.8
88	88	20230717AY_Std4-3	Standard	0.500	0.95	10039.887	1388129.125	0.033	bb	0.5	-6.5
89	89	20230717AY_Std4-4	Standard	1.000	0.95	17145.623	1255037.500	0.061	bb	0.9	-10.3
90	90	20230717AY_Std4-5	Standard	5.000	0.96	70389.922	925278.438	0.342	bd	5.1	2.3
91	91	20230717AY_Std4-6	Standard	10.000	0.95	126873.570	841199.188	0.679	MM	10.2	2.0
92	92	20230717AY_Std4-7	Standard	50.000	0.96	596512.250	621205.000	4.321	MM	50.6	1.1
93	93	20230717AY_Std4-8	Standard	100.000			430992.594		MM-I		

Compound 30:  Tyr

	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	uM	%Dev
1	1	20230717AY_Water5			2.55	29624.289	31039552.000	0.004	db	0.0	
2	2	20230717AY_Std3-1	Standard	0.000			31555080.000		MM-I		
3	3	20230717AY_Std3-2	Standard	0.100	2.55	87915.258	31398176.000	0.013	bb	0.1	0.6
4	4	20230717AY_Std3-3	Standard	0.500	2.56	401769.469	30670384.000	0.059	bb	0.5	-0.8
5	5	20230717AY_Std3-4	Standard	1.000	2.54	810410.875	30380618.000	0.120	bb	1.0	2.5
6	6	20230717AY_Std3-5	Standard	5.000	2.58	3687690.000	28728094.000	0.578	bb	5.1	1.2
7	7	20230717AY_Std3-6	Standard	10.000	2.55	7452130.500	26663446.000	1.258	bb	10.0	0.3
8	8	20230717AY_Std3-7	Standard	50.000			16844982.000		MM-I		
9	9	20230717AY_Std3-8	Standard	100.000			12530556.000		MM-I		
10	10	20230717AY_Water6	Analyte		2.56	31599.514	32365148.000	0.004	bb	0.0	
11	11	20230717AY_Sample2-1	Analyte		2.53	216325.219	31900376.000	0.031	db	0.3	
12	12	20230717AY_Sample2-2	Analyte		2.55	203880.688	31339066.000	0.029	db	0.2	
13	13	20230717AY_Sample2-3	Analyte		2.55	205464.234	32536736.000	0.028	bb	0.2	
14	14	20230717AY_Sample2-4	Analyte		2.58	5895.904	33128642.000	0.001	bb	0.0	
15	15	20230717AY_Sample2-5	Analyte		2.56	7310.351	31872926.000	0.001	bb	0.0	
16	16	20230717AY_Sample2-6	Analyte		2.58	4380.430	33806368.000	0.001	bbI		
17	17	20230717AY_Sample2-7	Analyte		2.54	154763.703	32433180.000	0.021	db	0.2	
18	18	20230717AY_Sample2-8	Analyte		2.54	149601.391	31881184.000	0.021	db	0.2	
19	19	20230717AY_Sample2-9	Analyte		2.56	145030.563	31949776.000	0.020	db	0.2	
20	20	20230717AY_Sample2-10	Analyte		2.55	9207.636	32223632.000	0.001	bb	0.0	
21	21	20230717AY_Sample2-11	Analyte		2.57	5269.509	31869774.000	0.001	bb	0.0	
22	22	20230717AY_Sample2-12	Analyte		2.55	5540.148	32180322.000	0.001	bb	0.0	
23	23	20230717AY_Sample2-13	Analyte		2.55	121937.820	30723912.000	0.018	bb	0.1	
24	24	20230717AY_Sample2-14	Analyte		2.53	125316.781	30425286.000	0.019	bb	0.2	
25	25	20230717AY_Sample2-15	Analyte		2.55	122708.984	30336804.000	0.018	bb	0.1	
26	26	20230717AY_Sample2-16	Analyte		2.54	5523.088	31483698.000	0.001	bb	0.0	
27	27	20230717AY_Sample2-17	Analyte		2.56	4262.199	31550388.000	0.001	bbI		
28	28	20230717AY_Sample2-18	Analyte		2.54	7480.106	31867340.000	0.001	bb	0.0	
29	29	20230717AY_Sample2-19	Analyte		2.55	158239.141	30399694.000	0.023	db	0.2	
30	30	20230717AY_Sample2-20	Analyte		2.53	157751.375	30125928.000	0.024	bb	0.2	
31	31	20230717AY_Sample2-21	Analyte		2.52	155928.984	30139220.000	0.023	bb	0.2	
32	32	20230717AY_Sample2-22	Analyte		2.58	4821.729	31589706.000	0.001	bbI		
33	33	20230717AY_Sample2-23	Analyte		2.55	5638.961	32428742.000	0.001	bb	0.0	
34	34	20230717AY_Sample2-24	Analyte		2.55	4653.765	31806110.000	0.001	bbI		
35	35	20230717AY_Water7	Analyte		2.55	3667.921	31675620.000	0.001	bbI		
36	36	20230717AY_Sample2-25	Analyte		2.55	508480.594	30501932.000	0.075	bb	0.6	
37	37	20230717AY_Sample2-26	Analyte		2.53	279487.031	32513588.000	0.039	bb	0.3	
38	38	20230717AY_Sample2-27	Analyte		2.54	815505.688	31411636.000	0.117	bb	1.0	
39	39	20230717AY_Sample2-28	Analyte		2.52	735888.000	31613834.000	0.105	bb	0.9	
40	40	20230717AY_Sample2-29	Analyte		2.55	493459.438	32071956.000	0.069	bb	0.6	
41	41	20230717AY_Sample2-30	Analyte		2.53	604877.563	31472044.000	0.086	bb	0.7	
42	42	20230717AY_Sample2-31	Analyte		2.53	784704.125	30619428.000	0.115	bb	1.0	
43	43	20230717AY_Sample2-32	Analyte		2.52	642152.625	30798528.000	0.094	bb	0.8	
44	44	20230717AY_Sample2-33	Analyte		2.54	705699.625	31041144.000	0.102	bb	0.9	
45	45	20230717AY_Sample2-34	Analyte		2.53	575807.063	31421660.000	0.082	bb	0.7	
46	46	20230717AY_Sample2-35	Analyte		2.54	582252.188	29784278.000	0.088	bb	0.7	
47	47	20230717AY_Sample2-36	Analyte		2.52	446058.375	30881456.000	0.065	bb	0.5	
48	48	20230717AY_Sample2-37	Analyte		2.55	760819.250	31009780.000	0.110	bb	0.9	
49	49	20230717AY_Sample2-38	Analyte		2.54	649757.938	30623592.000	0.095	bb	0.8	
50	50	20230717AY_Sample2-39	Analyte		2.56	596357.750	30508454.000	0.088	bb	0.7	
51	51	20230717AY_Sample2-40	Analyte		2.54	819103.313	30299578.000	0.122	bb	1.0	
52	52	20230717AY_Sample2-41	Analyte		2.53	697266.938	30519736.000	0.103	bb	0.9	
53	53	20230717AY_Sample2-42	Analyte		2.52	833920.250	30983828.000	0.121	bb	1.0	
54	54	20230717AY_Sample2-43	Analyte		2.55	835065.000	30743428.000	0.122	bb	1.0	
55	55	20230717AY_Sample2-44	Analyte		2.53	780177.438	30550174.000	0.115	bb	1.0	
56	56	20230717AY_Sample2-45	Analyte		2.55	659971.625	31034832.000	0.096	db	0.8	
57	57	20230717AY_Sample2-46	Analyte		2.54	370560.094	31278058.000	0.053	bb	0.4	
58	58	20230717AY_Sample2-47	Analyte		2.54	456925.969	30507768.000	0.067	bb	0.6	
59	59	20230717AY_Sample2-48	Analyte		2.56	501151.156	30653852.000	0.074	bb	0.6	
60	60	20230717AY_Water8	Analyte		2.59	5706.667	30686156.000	0.001	db	0.0	
61	61	20230717AY_Sample2-49	Analyte		2.58	1066448.875	32478190.000	0.148	bb	1.3	
62	62	20230717AY_Sample2-50	Analyte		2.55	2706307.750	30852738.000	0.395	bb	3.5	
63	63	20230717AY_Sample2-51	Analyte		2.58	1146125.000	32906576.000	0.157	bb	1.3	
64	64	20230717AY_Sample2-52	Analyte		2.55	1368597.375	32108146.000	0.192	bb	1.7	
65	65	20230717AY_Sample2-53	Analyte		2.57	1092567.500	33198532.000	0.148	bb	1.3	
66	66	20230717AY_Sample2-54	Analyte		2.56	1144455.375	32486118.000	0.159	bb	1.4	
67	67	20230717AY_Sample2-55	Analyte		2.56	1019760.750	33097092.000	0.139	bb	1.2	
68	68	20230717AY_Sample2-56	Analyte		2.57	1608581.500	32821952.000	0.221	bb	1.9	
69	69	20230717AY_Sample2-57	Analyte		2.55	1197636.500	32214550.000	0.167	bb	1.4	
70	70	20230717AY_Sample2-58	Analyte		2.57	1007240.063	33060692.000	0.137	bb	1.2	
71	71	20230717AY_Sample2-59	Analyte		2.55	1471777.625	32697412.000	0.203	bb	1.8	
72	72	20230717AY_Sample2-60	Analyte		2.55	1949322.625	32099294.000	0.273	bb	2.4	
73	73	20230717AY_Sample2-61	Analyte		2.52	7167528.000	28021532.000	1.151	bb	9.4	
74	74	20230717AY_Sample2-62	Analyte		2.56	7117715.500	27911340.000	1.148	MM	9.3	
75	75	20230717AY_Sample2-63	Analyte		2.55	6818885.500	28540764.000	1.075	bb	8.9	
76	76	20230717AY_Sample2-64	Analyte		2.54	6659823.500	28938346.000	1.036	bb	8.6	
77	77	20230717AY_Sample2-65	Analyte		2.54	7957720.000	27503560.000	1.302	bb	10.3	
78	78	20230717AY_Sample2-66	Analyte		2.56	7304543.000	27837062.000	1.181	bb	9.5	
79	79	20230717AY_Sample2-67	Analyte		2.55	1151925.250	31903192.000	0.162	bb	1.4	
80	80	20230717AY_Sample2-68	Analyte		2.55	757622.813	32763814.000	0.104	MM	0.9	
81	81	20230717AY_Sample2-69	Analyte		2.54	1285117.000	32377696.000	0.179	bb	1.5	
82	82	20230717AY_Sample2-70	Analyte		2.57	720852.938	33172750.000	0.098	bb	0.8	
83	83	20230717AY_Sample2-71	Analyte		2.55	1063634.875	32556830.000	0.147	bb	1.3	
84	84	20230717AY_Sample2-72	Analyte		2.56	1437450.750	32818472.000	0.197	bb	1.7	
85	85	20230717AY_Water10	Analyte		2.55	4983.179	33250208.000	0.001	bbI		
86	86	20230717AY_Std4-1	Standard	0.000			32981226.000		MM-I		
87	87	20230717AY_Std4-2	Standard	0.100	2.56	97877.477	32552422.000	0.014	db	0.1	8.4
88	88	20230717AY_Std4-3	Standard	0.500	2.57	415312.844	32678302.000	0.057	bb	0.5	-3.8
89	89	20230717AY_Std4-4	Standard	1.000	2.55	823408.375	31932618.000	0.116	bb	1.0	-1.0
90	90	20230717AY_Std4-5	Standard	5.000	2.58	3782790.250	30225044.000	0.563	bb	4.9	-1.2
91	91	20230717AY_Std4-6	Standard	10.000	2.57	7675343.500	27654558.000	1.249	bb	10.0	-0.3
92	92	20230717AY_Std4-7	Standard	50.000			17480480.000		MM-I		
93	93	20230717AY_Std4-8	Standard	100.000			13109369.000		MM-I		

Compound 31:  Val

	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	uM	%Dev
1	1	20230717AY_Water5					7506402.000				
2	2	20230717AY_Std3-1	Standard	0.000			7303443.000		MM-I		
3	3	20230717AY_Std3-2	Standard	0.100	2.34	202199.641	7665899.500	0.119	MM	0.1	-19.6
4	4	20230717AY_Std3-3	Standard	0.500	2.34	1037831.063	7307298.500	0.639	MM	0.5	8.3
5	5	20230717AY_Std3-4	Standard	1.000	2.32	2147480.750	7443052.000	1.298	MM	1.1	12.6
6	6	20230717AY_Std3-5	Standard	5.000	2.36	8312824.500	6203951.000	6.030	MM	5.3	6.3
7	7	20230717AY_Std3-6	Standard	10.000	2.33	15174005.000	5786152.000	11.801	MM	10.4	4.3
8	8	20230717AY_Std3-7	Standard	50.000	2.31	51764156.000	4232046.500	55.042	MM	48.7	-2.5
9	9	20230717AY_Std3-8	Standard	100.000			3686749.750				
10	10	20230717AY_Water6	Analyte				7780855.500				
11	11	20230717AY_Sample2-1	Analyte		2.30	2179067.750	7257091.500	1.351	MM	1.2	
12	12	20230717AY_Sample2-2	Analyte		2.33	2102248.000	6818058.500	1.388	MM	1.2	
13	13	20230717AY_Sample2-3	Analyte		2.32	2112044.000	6929458.000	1.372	MM	1.2	
14	14	20230717AY_Sample2-4	Analyte				7438173.500				
15	15	20230717AY_Sample2-5	Analyte				7725416.500				
16	16	20230717AY_Sample2-6	Analyte		2.59	4117.039	7477424.000	0.002	bbI		
17	17	20230717AY_Sample2-7	Analyte		2.32	1457876.625	7345689.500	0.893	MM	0.8	
18	18	20230717AY_Sample2-8	Analyte		2.32	1437563.625	7382955.000	0.876	MM	0.8	
19	19	20230717AY_Sample2-9	Analyte		2.33	1437829.750	6967986.000	0.929	MM	0.8	
20	20	20230717AY_Sample2-10	Analyte		2.58	6048.020	7781516.000	0.003	dbI		
21	21	20230717AY_Sample2-11	Analyte				7460573.500				
22	22	20230717AY_Sample2-12	Analyte				7899232.000				
23	23	20230717AY_Sample2-13	Analyte		2.33	1305403.750	7090269.500	0.829	MM	0.7	
24	24	20230717AY_Sample2-14	Analyte		2.31	1375318.000	7251239.000	0.853	MM	0.7	
25	25	20230717AY_Sample2-15	Analyte		2.32	1359980.875	6984348.000	0.876	MM	0.8	
26	26	20230717AY_Sample2-16	Analyte				7537697.000				
27	27	20230717AY_Sample2-17	Analyte				7362559.000				
28	28	20230717AY_Sample2-18	Analyte				7765035.000				
29	29	20230717AY_Sample2-19	Analyte		2.33	1285830.375	7190272.000	0.805	MM	0.7	
30	30	20230717AY_Sample2-20	Analyte		2.30	1306229.750	7234524.500	0.812	MM	0.7	
31	31	20230717AY_Sample2-21	Analyte		2.31	1295736.125	7273523.000	0.802	MM	0.7	
32	32	20230717AY_Sample2-22	Analyte				7239501.500				
33	33	20230717AY_Sample2-23	Analyte		2.78	2239.585	7386742.000	0.001	bbI		
34	34	20230717AY_Sample2-24	Analyte				7681727.000				
35	35	20230717AY_Water7	Analyte				7706802.500				
36	36	20230717AY_Sample2-25	Analyte		2.33	3852138.750	6814025.000	2.544	MM	2.2	
37	37	20230717AY_Sample2-26	Analyte		2.32	2493059.250	7241739.000	1.549	MM	1.3	
38	38	20230717AY_Sample2-27	Analyte		2.31	5759402.000	6607890.000	3.922	MM	3.5	
39	39	20230717AY_Sample2-28	Analyte		2.31	4926026.500	6818731.000	3.251	MM	2.9	
40	40	20230717AY_Sample2-29	Analyte		2.33	3761901.500	6801623.000	2.489	MM	2.2	
41	41	20230717AY_Sample2-30	Analyte		2.31	4182138.000	6926687.000	2.717	MM	2.4	
42	42	20230717AY_Sample2-31	Analyte		2.31	4772359.500	6807631.500	3.155	MM	2.8	
43	43	20230717AY_Sample2-32	Analyte		2.28	4609915.000	7000692.500	2.963	MM	2.6	
44	44	20230717AY_Sample2-33	Analyte		2.32	5049091.000	6676110.000	3.403	MM	3.0	
45	45	20230717AY_Sample2-34	Analyte		2.31	4228678.500	6865403.500	2.772	MM	2.4	
46	46	20230717AY_Sample2-35	Analyte		2.32	4412298.500	6799122.500	2.920	MM	2.6	
47	47	20230717AY_Sample2-36	Analyte		2.28	3686258.000	7162730.500	2.316	MM	2.0	
48	48	20230717AY_Sample2-37	Analyte		2.33	4489400.000	6772475.000	2.983	MM	2.6	
49	49	20230717AY_Sample2-38	Analyte		2.31	4225587.000	6855089.000	2.774	MM	2.4	
50	50	20230717AY_Sample2-39	Analyte		2.33	3769405.250	6648145.000	2.551	MM	2.2	
51	51	20230717AY_Sample2-40	Analyte		2.30	4789479.000	6881460.000	3.132	MM	2.8	
52	52	20230717AY_Sample2-41	Analyte		2.30	4628016.000	6860829.500	3.036	MM	2.7	
53	53	20230717AY_Sample2-42	Analyte		2.29	4570179.000	6941499.500	2.963	MM	2.6	
54	54	20230717AY_Sample2-43	Analyte		2.33	5358314.000	6659666.500	3.621	MM	3.2	
55	55	20230717AY_Sample2-44	Analyte		2.30	5258988.500	6870301.000	3.445	MM	3.0	
56	56	20230717AY_Sample2-45	Analyte		2.33	4469988.000	6593338.500	3.051	MM	2.7	
57	57	20230717AY_Sample2-46	Analyte		2.32	2952221.250	6826397.500	1.946	MM	1.7	
58	58	20230717AY_Sample2-47	Analyte		2.31	3419651.500	6766217.000	2.274	MM	2.0	
59	59	20230717AY_Sample2-48	Analyte		2.33	3986306.500	6683320.000	2.684	MM	2.4	
60	60	20230717AY_Water8	Analyte				7282058.500				
61	61	20230717AY_Sample2-49	Analyte		2.35	12924902.000	5666590.500	10.264	MM	9.1	
62	62	20230717AY_Sample2-50	Analyte		2.32	21726748.000	5452846.500	17.930	MM	15.9	
63	63	20230717AY_Sample2-51	Analyte		2.35	10856652.000	5813619.500	8.404	MM	7.4	
64	64	20230717AY_Sample2-52	Analyte		2.34	12502584.000	5817939.500	9.670	MM	8.5	
65	65	20230717AY_Sample2-53	Analyte		2.35	11165583.000	5941377.000	8.457	MM	7.5	
66	66	20230717AY_Sample2-54	Analyte		2.33	15183813.000	5803624.000	11.773	MM	10.4	
67	67	20230717AY_Sample2-55	Analyte		2.33	11047195.000	6073512.500	8.185	MM	7.2	
68	68	20230717AY_Sample2-56	Analyte		2.35	14618044.000	5619311.000	11.706	MM	10.3	
69	69	20230717AY_Sample2-57	Analyte		2.33	13166951.000	5879031.500	10.078	MM	8.9	
70	70	20230717AY_Sample2-58	Analyte		2.35	12482619.000	5817052.000	9.656	MM	8.5	
71	71	20230717AY_Sample2-59	Analyte		2.33	13654554.000	5849176.500	10.505	MM	9.3	
72	72	20230717AY_Sample2-60	Analyte		2.33	17027484.000	5603520.000	13.674	MM	12.1	
73	73	20230717AY_Sample2-61	Analyte		2.28	28740596.000	5422907.500	23.849	MM	21.1	
74	74	20230717AY_Sample2-62	Analyte		2.34	26593272.000	5137554.500	23.293	MM	20.6	
75	75	20230717AY_Sample2-63	Analyte		2.32	25091642.000	5378173.000	20.995	MM	18.6	
76	76	20230717AY_Sample2-64	Analyte		2.32	25873898.000	5368197.000	21.689	MM	19.2	
